X,Y,Z
-11.4940990281283,0.233220007668691,-0.0312237390176976
-11.4987880016618,0.218982875458019,-0.0353312020558974
-11.50698654679,0.214010425246929,-0.0429433020591991
-11.503707787182,0.227208984240156,-0.0369808075289911
-11.502626562724,0.231969224703991,-0.0351940203444497
-11.500753417585,0.2154317386894,-0.0350409841543382
-11.5041957624509,0.228099104241264,-0.0392126418292316
-11.5069282154126,0.216519011859465,-0.0440696964402811
-11.3845275623173,0.379942423082014,-0.075309588786994
-11.3908316506038,0.36623794556175,-0.074567236260193
-11.384782768766,0.358360641375756,-0.0810357043509739
-11.3876774505997,0.364405797722843,-0.0841834396437147
-11.3942262315575,0.370863568755635,-0.0828523947549665
-11.3928820514924,0.374989941493238,-0.0789663235183797
-11.3829194935313,0.365696846828123,-0.0917110530251611
-11.3884256394536,0.367062129110394,-0.0883483923391317
-11.3951115838628,0.366179335134391,-0.087311026553033
-11.3896956883417,0.361895272392811,-0.0861776783978314
-11.3864886329747,0.369396702149549,-0.0880837893503221
-11.391664363335,0.367724959471557,-0.0900268726275731
-11.3918672495197,0.360916998672158,-0.0903471828177829
-11.3935518475146,0.361950590818277,-0.0889916926063194
-8.39301943204585,2.40815201728081,-0.0468711732148149
-8.40441433614521,2.41784480496008,-0.0518490454174978
-8.3966721075224,2.41224687024406,-0.0537322859100649
-8.40653599437013,2.4084083898994,-0.0587028192921848
-8.40951688594429,2.40466562166792,-0.058297037954821
-8.41107896137544,2.41362008742256,-0.0596290076333673
-8.40780160367354,2.39807228258708,-0.0602937310398011
-8.40581556343731,2.41465568876616,-0.0533458946628595
-8.39817873722097,2.40851494812523,-0.0563336756171258
-8.39556410781835,2.4116966112355,-0.0602929402642318
-8.39880917444286,2.40955292804467,-0.0593638986743199
-8.41018512945836,2.41081096262813,-0.0546276660469356
-8.65926132920345,2.05496997225378,-0.166926611641985
-8.66360591755695,2.0493521559549,-0.168043906594441
-8.66592665099235,2.04286788924743,-0.160997004341205
-8.65460308066015,2.0401182615269,-0.163274500610993
-8.66539714783326,2.05253699232579,-0.161762867022883
-8.66431929265171,2.04313806319245,-0.163267246344036
-8.66467987405319,2.04932205340335,-0.153968611384519
-8.66533314248067,2.05485141625626,-0.150776324967698
-11.9774055831129,1.92433983387145,-0.0788508444964179
-11.4139161074794,2.18041767273287,-0.0736505836773721
-11.4088746894564,2.1724355471282,-0.0778374450504199
-11.4086663875917,2.16873890856134,-0.0687628314652866
